Waf: Entering directory `/home/anon/tarball/ns-allinone-3.35/ns-3.35/build'
Waf: Leaving directory `/home/anon/tarball/ns-allinone-3.35/ns-3.35/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.558s)
15.8736 0.0610733 2493 2608
15.8746 0.000944138 2608 2718
15.9356 0.0610743 2718 2823
15.9972 0.0615454 2823 2924
16.0587 0.0615454 2924 3022
16.1212 0.0624905 3022 3117
16.1828 0.0615444 3117 3209
16.2443 0.0615463 3209 3298
16.3073 0.0629807 3298 2144
16.3078 0.000471115 2144 1608
16.3679 0.0601501 1608 1184
16.3684 0.000471115 1184 1072
16.3689 0.000473022 1072 1184
16.4915 0.122618 1184 1426
16.5535 0.0620174 1426 1627
16.6155 0.0620193 1627 1803
16.6771 0.0615444 1803 1962
16.7386 0.0615463 1962 2108
16.8001 0.0615444 2108 2244
16.8617 0.0615463 2244 2372
16.8626 0.000944138 2372 2493
16.9237 0.0610733 2493 2608
16.9247 0.000944138 2608 2718
16.9857 0.0610733 2718 2823
17.0473 0.0615463 2823 2924
17.1098 0.0624886 2924 3022
17.1713 0.0615463 3022 3117
17.2329 0.0615463 3117 3209
17.2944 0.0615444 3209 3298
17.3559 0.0615463 3298 3385
17.3578 0.00188828 3385 3469
17.4189 0.0610733 3469 3551
17.48 0.0610733 3551 3631
17.4819 0.00188828 3631 3710
17.542 0.0601292 3710 3787
17.5448 0.00283241 3787 3862
17.6064 0.0615444 3862 4288
17.729 0.12262 4288 4824
17.7896 0.0606022 4824 5360
17.8511 0.0615463 5360 5896
17.9169 0.0657921 5896 6432
17.9766 0.0596771 6432 5896
17.9771 0.000473022 5896 5514
17.9776 0.000471115 5514 4824
18.0993 0.121695 4824 5360
18.1608 0.0615463 5360 5896
18.2266 0.0657921 5896 5360
18.2271 0.000473022 5360 4824
18.3511 0.124035 4824 5360
18.4136 0.0625095 5360 4824
18.8426 0.428988 4824 3752
18.9042 0.0615654 3752 4288
19.0277 0.123564 4288 4824
19.0869 0.059166 4824 5360
19.1484 0.0615463 5360 5896
19.2161 0.0676422 5896 6432
19.3345 0.118429 6432 5896
19.335 0.000471115 5896 5514
19.3364 0.00143623 5514 4824
19.5192 0.182768 4824 4288
19.5243 0.00515366 4288 3752
19.5807 0.0564117 3752 4288
19.6474 0.0666981 4288 4824
19.7085 0.0610733 4824 5360
19.771 0.0624905 5360 5896
19.8899 0.1189 5896 6432
20.0205 0.130587 6432 6968
20.0825 0.0620174 6968 7504
20.145 0.0624886 7504 8040
20.2066 0.0615654 8040 7504
20.207 0.000471115 7504 7142
20.2075 0.000473022 7142 6961
20.208 0.000471115 6961 6030
20.2085 0.000473022 6030 5896
20.2686 0.0601292 5896 6030
20.3297 0.0610924 6030 6432
20.5077 0.178068 6432 6968
20.5688 0.0610733 6968 7504
20.6304 0.0615463 7504 8040
20.7647 0.134361 8040 8576
20.824 0.0592232 8576 8040
20.8263 0.00234032 8040 7683
20.8268 0.000473022 7683 7504
20.8272 0.000471115 7504 7326
20.8277 0.000473022 7326 6432
20.8808 0.0531254 6432 5896
20.8856 0.00472069 5896 5360
20.886 0.000452042 5360 6432
21.0651 0.17905 6432 5896
21.3098 0.244785 5896 5360
21.502 0.192188 5360 4824
21.6247 0.122639 4824 5360
21.6862 0.0615463 5360 5896
21.689 0.00283241 5896 5360
21.7416 0.0525951 5360 4824
21.8714 0.129719 4824 4288
21.9945 0.123112 4288 4824
21.9982 0.00377464 4824 5360
22.0608 0.0625095 5360 4824
22.1181 0.0572968 4824 4288
22.1848 0.0667572 4288 4824
22.2459 0.0610733 4824 5360
